year,comuna_datachile_id,sex_id,age_range_id,count
2005,12,2,1,7467
2005,12,1,1,7245
2005,25,2,1,44
2005,25,1,1,43
2005,243,2,1,33
2005,243,1,1,31
2005,99,2,1,36
2005,99,1,1,36
2005,113,2,1,6859
2005,113,1,1,7010
2005,26,2,1,74
2005,26,1,1,70
2005,58,2,1,68
2005,58,1,1,65
2005,108,2,1,161
2005,108,1,1,156
2005,217,2,1,187
2005,217,1,1,170
2005,226,2,1,581
2005,226,1,1,573
2005,5,2,1,4302
2005,5,1,1,3730
2005,9,2,1,14262
2005,9,1,1,13770
2005,170,2,1,426
2005,170,1,1,405
2005,309,2,1,75
2005,309,1,1,78
2005,313,2,1,477
2005,313,1,1,446
2005,19,2,1,6765
2005,19,1,1,6536
2005,189,2,1,13
2005,189,1,1,12
2005,297,2,1,260
2005,297,1,1,247
2005,321,2,1,937
2005,321,1,1,906
2005,165,2,1,236
2005,165,1,1,224
2005,68,2,1,6282
2005,68,1,1,6079
2005,21,2,1,615
2005,21,1,1,592
2005,317,2,1,623
2005,317,1,1,605
2005,39,2,1,593
2005,39,1,1,573
2005,81,2,1,610
2005,81,1,1,589
2005,330,2,1,1934
2005,330,1,1,1851
2005,4,2,1,189
2005,4,1,1,183
2005,93,2,1,237
2005,93,1,1,229
2005,109,2,1,310
2005,109,1,1,295
2005,126,2,1,7253
2005,126,1,1,6990
2005,69,2,1,7460
2005,69,1,1,7154
2005,7,2,1,363
2005,7,1,1,348
2005,122,2,1,171
2005,122,1,1,165
2005,195,2,1,169
2005,195,1,1,167
2005,334,2,1,1106
2005,334,1,1,1042
2005,111,2,1,1181
2005,111,1,1,1132
2005,27,2,1,333
2005,27,1,1,318
2005,156,2,1,701
2005,156,1,1,678
2005,278,2,1,932
2005,278,1,1,907
2005,192,2,1,4249
2005,192,1,1,4110
2005,62,2,1,431
2005,62,1,1,411
2005,174,2,1,1408
2005,174,1,1,1361
2005,237,2,1,434
2005,237,1,1,408
2005,271,2,1,162
2005,271,1,1,154
2005,331,2,1,9243
2005,331,1,1,8925
2005,31,2,1,1107
2005,31,1,1,1076
2005,116,2,1,22
2005,116,1,1,20
2005,115,2,1,206
2005,115,1,1,196
2005,279,2,1,3532
2005,279,1,1,3397
2005,1,2,1,419
2005,1,1,1,405
2005,30,2,1,769
2005,30,1,1,734
2005,86,2,1,430
2005,86,1,1,406
2005,87,2,1,275
2005,87,1,1,272
2005,308,2,1,317
2005,308,1,1,299
2005,339,2,1,9528
2005,339,1,1,9188
2005,63,2,1,1745
2005,63,1,1,1685
2005,229,2,1,523
2005,229,1,1,510
2005,253,2,1,4859
2005,253,1,1,4672
2005,257,2,1,934
2005,257,1,1,893
2005,337,2,1,4048
2005,337,1,1,3848
2005,123,2,1,1344
2005,123,1,1,1298
2005,16,2,1,871
2005,16,1,1,839
2005,202,2,1,208
2005,202,1,1,195
2005,215,2,1,357
2005,215,1,1,347
2005,344,2,1,224
2005,344,1,1,216
2005,252,2,1,2945
2005,252,1,1,2844
2005,22,2,1,2144
2005,22,1,1,2076
2005,103,2,1,753
2005,103,1,1,729
2005,118,2,1,550
2005,118,1,1,536
2005,138,2,1,1635
2005,138,1,1,1557
2005,183,2,1,1059
2005,183,1,1,1027
2005,190,2,1,579
2005,190,1,1,556
2005,285,2,1,2885
2005,285,1,1,2790
2005,151,2,1,2620
2005,151,1,1,2510
2005,24,2,1,407
2005,24,1,1,382
2005,268,2,1,279
2005,268,1,1,271
2005,283,2,1,617
2005,283,1,1,582
2005,33,2,1,526
2005,33,1,1,501
2005,142,2,1,909
2005,142,1,1,867
2005,201,2,1,292
2005,201,1,1,282
2005,242,2,1,610
2005,242,1,1,594
2005,306,2,1,561
2005,306,1,1,528
2005,65,2,1,4415
2005,65,1,1,4242
2005,110,2,1,3874
2005,110,1,1,3751
2005,112,2,1,1817
2005,112,1,1,1759
2005,249,2,1,8614
2005,249,1,1,8315
2005,262,2,1,5123
2005,262,1,1,4928
2005,59,2,1,4545
2005,59,1,1,4381
2005,346,2,1,2660
2005,346,1,1,2504
2005,318,2,1,735
2005,318,1,1,710
2005,36,2,1,6368
2005,36,1,1,6178
2005,145,2,1,3895
2005,145,1,1,3746
2005,231,2,1,9696
2005,231,1,1,9269
2005,256,2,1,3355
2005,256,1,1,3241
2005,264,2,1,5776
2005,264,1,1,5594
2005,172,2,1,4329
2005,172,1,1,4204
2005,2,2,1,172
2005,2,1,1,165
2005,74,2,1,1120
2005,74,1,1,1087
2005,166,2,1,457
2005,166,1,1,438
2005,296,2,1,337
2005,296,1,1,320
2005,310,2,1,3052
2005,310,1,1,2941
2005,85,2,1,1317
2005,85,1,1,1271
2005,114,2,1,1232
2005,114,1,1,1183
2005,193,2,1,2013
2005,193,1,1,1906
2005,211,2,1,3386
2005,211,1,1,3267
2005,307,2,1,5479
2005,307,1,1,5254
2005,35,2,1,2763
2005,35,1,1,2667
2005,90,2,1,4209
2005,90,1,1,4050
2005,162,2,1,25437
2005,162,1,1,24566
2005,125,2,1,3193
2005,125,1,1,3093
2005,134,2,1,8637
2005,134,1,1,8290
2005,143,2,1,3793
2005,143,1,1,3655
2005,160,2,1,3495
2005,160,1,1,3376
2005,186,2,1,4258
2005,186,1,1,4113
2005,212,2,1,9971
2005,212,1,1,9586
2005,228,2,1,3452
2005,228,1,1,3380
2005,340,2,1,2666
2005,340,1,1,2587
2005,83,2,1,6880
2005,83,1,1,6634
2005,117,2,1,2649
2005,117,1,1,2516
2005,144,2,1,4340
2005,144,1,1,4153
2005,205,2,1,3478
2005,205,1,1,3352
2005,290,2,1,2873
2005,290,1,1,2781
2005,293,2,1,2406
2005,293,1,1,2331
2005,280,2,1,12831
2005,280,1,1,12311
2005,14,2,1,2975
2005,14,1,1,2869
2005,23,2,1,892
2005,23,1,1,866
2005,197,2,1,2637
2005,197,1,1,2549
2005,120,2,1,13755
2005,120,1,1,13236
2005,121,2,1,5061
2005,121,1,1,4906
2005,124,2,1,9129
2005,124,1,1,8786
2005,300,2,1,3929
2005,300,1,1,3775
2005,232,2,1,25918
2005,232,1,1,25020
2005,221,2,1,844
2005,221,1,1,826
2005,291,2,1,497
2005,291,1,1,470
2005,259,2,1,8667
2005,259,1,1,8351
2005,52,2,1,459
2005,52,1,1,454
2005,56,2,1,241
2005,56,1,1,236
2005,61,2,1,617
2005,61,1,1,593
2005,82,2,1,730
2005,82,1,1,697
2005,101,2,1,1091
2005,101,1,1,1060
2005,133,2,1,810
2005,133,1,1,777
2005,159,2,1,1333
2005,159,1,1,1298
2005,163,2,1,495
2005,163,1,1,488
2005,175,2,1,989
2005,175,1,1,948
2005,188,2,1,579
2005,188,1,1,570
2005,216,2,1,543
2005,216,1,1,522
2005,218,2,1,653
2005,218,1,1,631
2005,255,2,1,402
2005,255,1,1,387
2005,265,2,1,2223
2005,265,1,1,2130
2005,266,2,1,964
2005,266,1,1,917
2005,302,2,1,1577
2005,302,1,1,1541
2005,219,2,1,483
2005,219,1,1,469
2005,119,2,1,113
2005,119,1,1,108
2005,140,2,1,205
2005,140,1,1,195
2005,164,2,1,239
2005,164,1,1,239
2005,180,2,1,159
2005,180,1,1,156
2005,203,2,1,223
2005,203,1,1,212
2005,286,2,1,2535
2005,286,1,1,2454
2005,40,2,1,459
2005,40,1,1,448
2005,45,2,1,1278
2005,45,1,1,1221
2005,146,2,1,209
2005,146,1,1,200
2005,178,2,1,642
2005,178,1,1,606
2005,199,2,1,401
2005,199,1,1,382
2005,213,2,1,354
2005,213,1,1,334
2005,223,2,1,300
2005,223,1,1,288
2005,236,2,1,101
2005,236,1,1,96
2005,304,2,1,1272
2005,304,1,1,1208
2005,311,2,1,8446
2005,311,1,1,8178
2005,66,2,1,2182
2005,66,1,1,2116
2005,78,2,1,319
2005,78,1,1,309
2005,88,2,1,190
2005,88,1,1,177
2005,168,2,1,783
2005,168,1,1,741
2005,206,2,1,246
2005,206,1,1,238
2005,209,2,1,332
2005,209,1,1,325
2005,270,2,1,485
2005,270,1,1,465
2005,282,2,1,1557
2005,282,1,1,1492
2005,299,2,1,347
2005,299,1,1,329
2005,34,2,1,1426
2005,34,1,1,1375
2005,38,2,1,368
2005,38,1,1,351
2005,207,2,1,243
2005,207,1,1,237
2005,79,2,1,4790
2005,79,1,1,4614
2005,105,2,1,336
2005,105,1,1,320
2005,137,2,1,264
2005,137,1,1,252
2005,173,2,1,1448
2005,173,1,1,1395
2005,261,2,1,324
2005,261,1,1,310
2005,275,2,1,505
2005,275,1,1,486
2005,277,2,1,652
2005,277,1,1,621
2005,315,2,1,1013
2005,315,1,1,958
2005,332,2,1,180
2005,332,1,1,170
2005,139,2,1,3198
2005,139,1,1,3075
2005,57,2,1,707
2005,57,1,1,678
2005,148,2,1,1041
2005,148,1,1,1001
2005,204,2,1,1344
2005,204,1,1,1281
2005,267,2,1,643
2005,267,1,1,612
2005,289,2,1,1416
2005,289,1,1,1374
2005,336,2,1,507
2005,336,1,1,490
2005,341,2,1,630
2005,341,1,1,599
2005,43,2,1,6043
2005,43,1,1,5849
2005,15,2,1,788
2005,15,1,1,761
2005,49,2,1,160
2005,49,1,1,153
2005,53,2,1,507
2005,53,1,1,495
2005,55,2,1,1007
2005,55,1,1,972
2005,44,2,1,1214
2005,44,1,1,1147
2005,84,2,1,478
2005,84,1,1,451
2005,182,2,1,194
2005,182,1,1,186
2005,185,2,1,351
2005,185,1,1,338
2005,208,2,1,311
2005,208,1,1,301
2005,220,2,1,376
2005,220,1,1,353
2005,224,2,1,187
2005,224,1,1,172
2005,251,2,1,500
2005,251,1,1,483
2005,258,2,1,380
2005,258,1,1,360
2005,260,2,1,145
2005,260,1,1,141
2005,281,2,1,1776
2005,281,1,1,1700
2005,284,2,1,119
2005,284,1,1,120
2005,288,2,1,569
2005,288,1,1,545
2005,294,2,1,345
2005,294,1,1,327
2005,327,2,1,185
2005,327,1,1,178
2005,343,2,1,620
2005,343,1,1,604
2005,64,2,1,7395
2005,64,1,1,7161
2005,70,2,1,3921
2005,70,1,1,3776
2005,41,2,1,3787
2005,41,1,1,3653
2005,91,2,1,315
2005,91,1,1,309
2005,107,2,1,858
2005,107,1,1,824
2005,157,2,1,1804
2005,157,1,1,1719
2005,298,2,1,3625
2005,298,1,1,3495
2005,305,2,1,471
2005,305,1,1,451
2005,136,2,1,1134
2005,136,1,1,1094
2005,11,2,1,1673
2005,11,1,1,1599
2005,28,2,1,1394
2005,28,1,1,1343
2005,67,2,1,212
2005,67,1,1,209
2005,76,2,1,1286
2005,76,1,1,1246
2005,150,2,1,911
2005,150,1,1,865
2005,320,2,1,516
2005,320,1,1,496
2005,312,2,1,5796
2005,312,1,1,5568
2005,210,2,1,1835
2005,210,1,1,1761
2005,323,2,1,1949
2005,323,1,1,1878
2005,106,2,1,2868
2005,106,1,1,2756
2005,152,2,1,7514
2005,152,1,1,7242
2005,10,2,1,136
2005,10,1,1,136
2005,18,2,1,1198
2005,18,1,1,1158
2005,131,2,1,850
2005,131,1,1,816
2005,176,2,1,1202
2005,176,1,1,1165
2005,177,2,1,1081
2005,177,1,1,1060
2005,181,2,1,368
2005,181,1,1,350
2005,248,2,1,123
2005,248,1,1,117
2005,250,2,1,401
2005,250,1,1,382
2005,301,2,1,139
2005,301,1,1,130
2005,303,2,1,534
2005,303,1,1,523
2005,328,2,1,481
2005,328,1,1,456
2005,342,2,1,698
2005,342,1,1,668
2005,3,2,1,346
2005,3,1,1,331
2005,8,2,1,1871
2005,8,1,1,1813
2005,60,2,1,874
2005,60,1,1,847
2005,73,2,1,574
2005,73,1,1,550
2005,89,2,1,400
2005,89,1,1,389
2005,149,2,1,518
2005,149,1,1,493
2005,155,2,1,271
2005,155,1,1,265
2005,158,2,1,430
2005,158,1,1,416
2005,240,2,1,482
2005,240,1,1,464
2005,263,2,1,330
2005,263,1,1,322
2005,326,2,1,661
2005,326,1,1,619
2005,333,2,1,1134
2005,333,1,1,1110
2005,314,2,1,10594
2005,314,1,1,10293
2005,29,2,1,1094
2005,29,1,1,1052
2005,72,2,1,690
2005,72,1,1,679
2005,77,2,1,362
2005,77,1,1,352
2005,92,2,1,1064
2005,92,1,1,1006
2005,98,2,1,490
2005,98,1,1,470
2005,100,2,1,528
2005,100,1,1,504
2005,135,2,1,1363
2005,135,1,1,1315
2005,147,2,1,890
2005,147,1,1,856
2005,171,2,1,205
2005,171,1,1,200
2005,184,2,1,1156
2005,184,1,1,1092
2005,194,2,1,2821
2005,194,1,1,2705
2005,214,2,1,273
2005,214,1,1,258
2005,222,2,1,810
2005,222,1,1,798
2005,230,2,1,1202
2005,230,1,1,1147
2005,276,2,1,496
2005,276,1,1,485
2005,316,2,1,804
2005,316,1,1,757
2005,322,2,1,448
2005,322,1,1,426
2005,335,2,1,982
2005,335,1,1,936
2005,338,2,1,2167
2005,338,1,1,2110
2005,46,2,1,442
2005,46,1,1,439
2005,329,2,1,5394
2005,329,1,1,5206
2005,71,2,1,186
2005,71,1,1,175
2005,97,2,1,721
2005,97,1,1,712
2005,127,2,1,1428
2005,127,1,1,1371
2005,128,2,1,391
2005,128,1,1,374
2005,132,2,1,628
2005,132,1,1,619
2005,153,2,1,930
2005,153,1,1,881
2005,161,2,1,246
2005,161,1,1,234
2005,167,2,1,839
2005,167,1,1,814
2005,196,2,1,752
2005,196,1,1,729
2005,200,2,1,1144
2005,200,1,1,1100
2005,269,2,1,1222
2005,269,1,1,1173
2005,191,2,1,5839
2005,191,1,1,5607
2005,234,2,1,439
2005,234,1,1,427
2005,241,2,1,781
2005,241,1,1,758
2005,244,2,1,417
2005,244,1,1,403
2005,273,2,1,504
2005,273,1,1,474
2005,292,2,1,306
2005,292,1,1,295
2005,295,2,1,354
2005,295,1,1,336
2005,233,2,1,8748
2005,233,1,1,8504
2005,20,2,1,1413
2005,20,1,1,1367
2005,50,2,1,135
2005,50,1,1,133
2005,94,2,1,487
2005,94,1,1,484
2005,95,2,1,649
2005,95,1,1,623
2005,154,2,1,622
2005,154,1,1,603
2005,141,2,1,730
2005,141,1,1,704
2005,169,2,1,520
2005,169,1,1,493
2005,235,2,1,1459
2005,235,1,1,1409
2005,37,2,1,292
2005,37,1,1,284
2005,96,2,1,74
2005,96,1,1,72
2005,104,2,1,369
2005,104,1,1,353
2005,198,2,1,74
2005,198,1,1,74
2005,32,2,1,1917
2005,32,1,1,1853
2005,6,2,1,1647
2005,6,1,1,1600
2005,47,2,1,543
2005,47,1,1,506
2005,75,2,1,153
2005,75,1,1,138
2005,80,2,1,611
2005,80,1,1,584
2005,239,2,1,181
2005,239,1,1,167
2005,245,2,1,221
2005,245,1,1,215
2005,246,2,1,1273
2005,246,1,1,1207
2005,247,2,1,395
2005,247,1,1,384
2005,254,2,1,382
2005,254,1,1,370
2005,54,2,1,2370
2005,54,1,1,2284
2005,129,2,1,36
2005,129,1,1,32
2005,189,2,1,1052
2005,189,1,1,1030
2005,48,2,1,262
2005,48,1,1,244
2005,102,2,1,77
2005,102,1,1,70
2005,51,2,1,137
2005,51,1,1,129
2005,187,2,1,28
2005,187,1,1,28
2005,325,2,1,24
2005,325,1,1,23
2005,42,2,1,205
2005,42,1,1,195
2005,272,2,1,84
2005,272,1,1,78
2005,238,2,1,4510
2005,238,1,1,4369
2005,130,2,1,14
2005,130,1,1,14
2005,274,2,1,1
2005,274,1,1,2
2005,287,2,1,14
2005,287,1,1,13
2005,17,2,1,141
2005,17,1,1,137
2005,345,2,1,3
2005,345,1,1,1
2005,225,2,1,176
2005,225,1,1,161
2005,227,2,1,19
2005,227,1,1,20
2005,319,2,1,0
2005,319,1,1,0
2005,179,2,1,762
2005,179,1,1,730
2005,324,2,1,22
2005,324,1,1,18
2006,12,2,1,7344
2006,12,1,1,7128
2006,25,2,1,47
2006,25,1,1,45
2006,243,2,1,32
2006,243,1,1,31
2006,99,2,1,34
2006,99,1,1,34
2006,113,2,1,6826
2006,113,1,1,6952
2006,26,2,1,73
2006,26,1,1,65
2006,58,2,1,64
2006,58,1,1,63
2006,108,2,1,167
2006,108,1,1,162
2006,217,2,1,198
2006,217,1,1,181
2006,226,2,1,594
2006,226,1,1,588
2006,5,2,1,4506
2006,5,1,1,3950
2006,9,2,1,14437
2006,9,1,1,13938
2006,170,2,1,440
2006,170,1,1,419
2006,309,2,1,80
2006,309,1,1,81
2006,313,2,1,471
2006,313,1,1,441
2006,19,2,1,6765
2006,19,1,1,6536
2006,189,2,1,13
2006,189,1,1,11
2006,297,2,1,270
2006,297,1,1,257
2006,321,2,1,924
2006,321,1,1,894
2006,165,2,1,220
2006,165,1,1,208
2006,68,2,1,6361
2006,68,1,1,6155
2006,21,2,1,619
2006,21,1,1,596
2006,317,2,1,617
2006,317,1,1,599
2006,39,2,1,584
2006,39,1,1,563
2006,81,2,1,582
2006,81,1,1,562
2006,330,2,1,1908
2006,330,1,1,1826
2006,4,2,1,188
2006,4,1,1,182
2006,93,2,1,237
2006,93,1,1,229
2006,109,2,1,308
2006,109,1,1,294
2006,126,2,1,7391
2006,126,1,1,7120
2006,69,2,1,7581
2006,69,1,1,7271
2006,7,2,1,353
2006,7,1,1,341
2006,122,2,1,168
2006,122,1,1,163
2006,195,2,1,170
2006,195,1,1,167
2006,334,2,1,1107
2006,334,1,1,1044
2006,111,2,1,1166
2006,111,1,1,1121
2006,27,2,1,326
2006,27,1,1,310
2006,156,2,1,701
2006,156,1,1,678
2006,278,2,1,925
2006,278,1,1,897
2006,192,2,1,4257
2006,192,1,1,4116
2006,62,2,1,420
2006,62,1,1,402
2006,174,2,1,1406
2006,174,1,1,1358
2006,237,2,1,433
2006,237,1,1,407
2006,271,2,1,160
2006,271,1,1,152
2006,331,2,1,9134
2006,331,1,1,8820
2006,31,2,1,1126
2006,31,1,1,1094
2006,116,2,1,22
2006,116,1,1,20
2006,115,2,1,210
2006,115,1,1,199
2006,279,2,1,3541
2006,279,1,1,3404
2006,1,2,1,431
2006,1,1,1,417
2006,30,2,1,791
2006,30,1,1,755
2006,86,2,1,441
2006,86,1,1,418
2006,87,2,1,286
2006,87,1,1,283
2006,308,2,1,320
2006,308,1,1,301
2006,339,2,1,9448
2006,339,1,1,9110
2006,63,2,1,1844
2006,63,1,1,1787
2006,229,2,1,531
2006,229,1,1,517
2006,253,2,1,4910
2006,253,1,1,4720
2006,257,2,1,946
2006,257,1,1,903
2006,337,2,1,4130
2006,337,1,1,3926
2006,123,2,1,1350
2006,123,1,1,1301
2006,16,2,1,871
2006,16,1,1,841
2006,202,2,1,209
2006,202,1,1,196
2006,215,2,1,355
2006,215,1,1,346
2006,344,2,1,229
2006,344,1,1,222
2006,252,2,1,2960
2006,252,1,1,2856
2006,22,2,1,2143
2006,22,1,1,2075
2006,103,2,1,757
2006,103,1,1,733
2006,118,2,1,555
2006,118,1,1,544
2006,138,2,1,1641
2006,138,1,1,1562
2006,183,2,1,1061
2006,183,1,1,1029
2006,190,2,1,582
2006,190,1,1,559
2006,285,2,1,2904
2006,285,1,1,2808
2006,151,2,1,2639
2006,151,1,1,2528
2006,24,2,1,404
2006,24,1,1,378
2006,268,2,1,281
2006,268,1,1,272
2006,283,2,1,621
2006,283,1,1,584
2006,33,2,1,525
2006,33,1,1,498
2006,142,2,1,908
2006,142,1,1,868
2006,201,2,1,294
2006,201,1,1,282
2006,242,2,1,614
2006,242,1,1,601
2006,306,2,1,561
2006,306,1,1,529
2006,65,2,1,4265
2006,65,1,1,4097
2006,110,2,1,3847
2006,110,1,1,3725
2006,112,2,1,1756
2006,112,1,1,1697
2006,249,2,1,8865
2006,249,1,1,8558
2006,262,2,1,4979
2006,262,1,1,4787
2006,59,2,1,4645
2006,59,1,1,4478
2006,346,2,1,2751
2006,346,1,1,2589
2006,318,2,1,735
2006,318,1,1,710
2006,36,2,1,6210
2006,36,1,1,6011
2006,145,2,1,3783
2006,145,1,1,3638
2006,231,2,1,9863
2006,231,1,1,9430
2006,256,2,1,3259
2006,256,1,1,3147
2006,264,2,1,5685
2006,264,1,1,5506
2006,172,2,1,4320
2006,172,1,1,4197
2006,2,2,1,172
2006,2,1,1,165
2006,74,2,1,1130
2006,74,1,1,1097
2006,166,2,1,459
2006,166,1,1,441
2006,296,2,1,334
2006,296,1,1,319
2006,310,2,1,3089
2006,310,1,1,2976
2006,85,2,1,1317
2006,85,1,1,1270
2006,114,2,1,1240
2006,114,1,1,1191
2006,193,2,1,2024
2006,193,1,1,1916
2006,211,2,1,3418
2006,211,1,1,3297
2006,307,2,1,5292
2006,307,1,1,5078
2006,35,2,1,2706
2006,35,1,1,2611
2006,90,2,1,4096
2006,90,1,1,3939
2006,162,2,1,26606
2006,162,1,1,25701
2006,125,2,1,3146
2006,125,1,1,3045
2006,134,2,1,8568
2006,134,1,1,8225
2006,143,2,1,3917
2006,143,1,1,3774
2006,160,2,1,3400
2006,160,1,1,3285
2006,186,2,1,4150
2006,186,1,1,4007
2006,212,2,1,9942
2006,212,1,1,9558
2006,228,2,1,3392
2006,228,1,1,3322
2006,340,2,1,2601
2006,340,1,1,2523
2006,83,2,1,6773
2006,83,1,1,6529
2006,117,2,1,2576
2006,117,1,1,2444
2006,144,2,1,4249
2006,144,1,1,4067
2006,205,2,1,3378
2006,205,1,1,3255
2006,290,2,1,2777
2006,290,1,1,2688
2006,293,2,1,2346
2006,293,1,1,2273
2006,280,2,1,12940
2006,280,1,1,12419
2006,14,2,1,2975
2006,14,1,1,2869
2006,23,2,1,916
2006,23,1,1,888
2006,197,2,1,2670
2006,197,1,1,2580
2006,120,2,1,13631
2006,120,1,1,13115
2006,121,2,1,4977
2006,121,1,1,4823
2006,124,2,1,9075
2006,124,1,1,8735
2006,300,2,1,3818
2006,300,1,1,3668
2006,232,2,1,26615
2006,232,1,1,25695
2006,221,2,1,859
2006,221,1,1,841
2006,291,2,1,493
2006,291,1,1,466
2006,259,2,1,8661
2006,259,1,1,8346
2006,52,2,1,461
2006,52,1,1,456
2006,56,2,1,241
2006,56,1,1,237
2006,61,2,1,617
2006,61,1,1,593
2006,82,2,1,735
2006,82,1,1,702
2006,101,2,1,1096
2006,101,1,1,1065
2006,133,2,1,810
2006,133,1,1,777
2006,159,2,1,1346
2006,159,1,1,1310
2006,163,2,1,494
2006,163,1,1,488
2006,175,2,1,996
2006,175,1,1,953
2006,188,2,1,581
2006,188,1,1,571
2006,216,2,1,541
2006,216,1,1,522
2006,218,2,1,649
2006,218,1,1,626
2006,255,2,1,400
2006,255,1,1,385
2006,265,2,1,2238
2006,265,1,1,2144
2006,266,2,1,968
2006,266,1,1,921
2006,302,2,1,1582
2006,302,1,1,1547
2006,219,2,1,487
2006,219,1,1,473
2006,119,2,1,112
2006,119,1,1,106
2006,140,2,1,202
2006,140,1,1,191
2006,164,2,1,240
2006,164,1,1,239
2006,180,2,1,158
2006,180,1,1,155
2006,203,2,1,220
2006,203,1,1,207
2006,286,2,1,2538
2006,286,1,1,2456
2006,40,2,1,454
2006,40,1,1,442
2006,45,2,1,1269
2006,45,1,1,1213
2006,146,2,1,207
2006,146,1,1,197
2006,178,2,1,638
2006,178,1,1,602
2006,199,2,1,397
2006,199,1,1,379
2006,213,2,1,351
2006,213,1,1,331
2006,223,2,1,297
2006,223,1,1,288
2006,236,2,1,97
2006,236,1,1,93
2006,304,2,1,1268
2006,304,1,1,1204
2006,311,2,1,8504
2006,311,1,1,8229
2006,66,2,1,2196
2006,66,1,1,2130
2006,78,2,1,311
2006,78,1,1,301
2006,88,2,1,186
2006,88,1,1,174
2006,168,2,1,795
2006,168,1,1,751
2006,206,2,1,241
2006,206,1,1,235
2006,209,2,1,329
2006,209,1,1,324
2006,270,2,1,479
2006,270,1,1,460
2006,282,2,1,1550
2006,282,1,1,1486
2006,299,2,1,348
2006,299,1,1,328
2006,34,2,1,1419
2006,34,1,1,1370
2006,38,2,1,364
2006,38,1,1,346
2006,207,2,1,248
2006,207,1,1,241
2006,79,2,1,4818
2006,79,1,1,4640
2006,105,2,1,335
2006,105,1,1,317
2006,137,2,1,265
2006,137,1,1,251
2006,173,2,1,1444
2006,173,1,1,1391
2006,261,2,1,325
2006,261,1,1,311
2006,275,2,1,505
2006,275,1,1,487
2006,277,2,1,647
2006,277,1,1,618
2006,315,2,1,1013
2006,315,1,1,958
2006,332,2,1,178
2006,332,1,1,168
2006,139,2,1,3190
2006,139,1,1,3067
2006,57,2,1,703
2006,57,1,1,673
2006,148,2,1,1034
2006,148,1,1,996
2006,204,2,1,1329
2006,204,1,1,1268
2006,267,2,1,632
2006,267,1,1,602
2006,289,2,1,1413
2006,289,1,1,1372
2006,336,2,1,503
2006,336,1,1,487
2006,341,2,1,626
2006,341,1,1,596
2006,43,2,1,6013
2006,43,1,1,5819
2006,15,2,1,786
2006,15,1,1,755
2006,49,2,1,157
2006,49,1,1,150
2006,53,2,1,500
2006,53,1,1,489
2006,55,2,1,1001
2006,55,1,1,966
2006,44,2,1,1229
2006,44,1,1,1163
2006,84,2,1,469
2006,84,1,1,443
2006,182,2,1,189
2006,182,1,1,181
2006,185,2,1,341
2006,185,1,1,328
2006,208,2,1,309
2006,208,1,1,299
2006,220,2,1,378
2006,220,1,1,354
2006,224,2,1,186
2006,224,1,1,168
2006,251,2,1,497
2006,251,1,1,478
2006,258,2,1,381
2006,258,1,1,359
2006,260,2,1,140
2006,260,1,1,137
2006,281,2,1,1764
2006,281,1,1,1688
2006,284,2,1,119
2006,284,1,1,120
2006,288,2,1,564
2006,288,1,1,538
2006,294,2,1,344
2006,294,1,1,326
2006,327,2,1,183
2006,327,1,1,175
2006,343,2,1,621
2006,343,1,1,603
2006,64,2,1,7351
2006,64,1,1,7135
2006,70,2,1,3932
2006,70,1,1,3787
2006,41,2,1,3911
2006,41,1,1,3778
2006,91,2,1,312
2006,91,1,1,307
2006,107,2,1,864
2006,107,1,1,830
2006,157,2,1,1779
2006,157,1,1,1695
2006,298,2,1,3649
2006,298,1,1,3518
2006,305,2,1,471
2006,305,1,1,452
2006,136,2,1,1126
2006,136,1,1,1084
2006,11,2,1,1683
2006,11,1,1,1608
2006,28,2,1,1393
2006,28,1,1,1344
2006,67,2,1,208
2006,67,1,1,205
2006,76,2,1,1268
2006,76,1,1,1227
2006,150,2,1,911
2006,150,1,1,867
2006,320,2,1,518
2006,320,1,1,498
2006,312,2,1,5759
2006,312,1,1,5536
2006,210,2,1,1838
2006,210,1,1,1766
2006,323,2,1,1942
2006,323,1,1,1873
2006,106,2,1,2819
2006,106,1,1,2709
2006,152,2,1,7558
2006,152,1,1,7280
2006,10,2,1,134
2006,10,1,1,135
2006,18,2,1,1207
2006,18,1,1,1165
2006,131,2,1,833
2006,131,1,1,798
2006,176,2,1,1190
2006,176,1,1,1152
2006,177,2,1,1074
2006,177,1,1,1051
2006,181,2,1,365
2006,181,1,1,348
2006,248,2,1,122
2006,248,1,1,116
2006,250,2,1,399
2006,250,1,1,378
2006,301,2,1,136
2006,301,1,1,127
2006,303,2,1,536
2006,303,1,1,521
2006,328,2,1,480
2006,328,1,1,455
2006,342,2,1,689
2006,342,1,1,659
2006,3,2,1,350
2006,3,1,1,334
2006,8,2,1,1861
2006,8,1,1,1805
2006,60,2,1,865
2006,60,1,1,839
2006,73,2,1,565
2006,73,1,1,541
2006,89,2,1,398
2006,89,1,1,388
2006,149,2,1,514
2006,149,1,1,489
2006,155,2,1,264
2006,155,1,1,258
2006,158,2,1,426
2006,158,1,1,411
2006,240,2,1,473
2006,240,1,1,455
2006,263,2,1,327
2006,263,1,1,320
2006,326,2,1,650
2006,326,1,1,610
2006,333,2,1,1126
2006,333,1,1,1105
2006,314,2,1,10709
2006,314,1,1,10392
2006,29,2,1,1087
2006,29,1,1,1046
2006,72,2,1,689
2006,72,1,1,681
2006,77,2,1,361
2006,77,1,1,353
2006,92,2,1,1064
